,X,Date,Year,Time,Location,Operator,Route,AC.Type,Manufacturer,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Summary,Coordinates,Latitude,Longitude,Country,Country coordinates,Location_Status
876,885,09/07/1946,1946,,"Bathurst, Gambia",British South American Airways,"Bathrust, - Argentina",Avro 685 York I,Avro,G-AHEW,1300,24.0,20.0,4.0,24,20.0,4.0,0.0,"The aircraft crashed shortly after takeoff after a loss of control by  the captain.  Loss of control by the captain for unknown reasons with mishandling of the controls the most likely explanation. The aircraft was named ""Star Leader.""","(-33.417961, 149.576458)",-38.08218794723975,149.58683687140478,Gambia,Australia,not correct location
877,886,09/07/1946,1946,,"Nome, Alaska",Mt. McKinley Airfreight,,Douglas C-47A,Douglas,,,4.0,2.0,2.0,4,2.0,2.0,0.0,The cargo plane went off course and struck a fog covered mountain as it circled to land.,"(59.294797, 9.072563)",59.49857317018415,-5.485745423192133,United States,Norway,not correct location
878,887,09/15/1946,1946,,"Estevan, Saskatchewan, Canada",Military - Royal Canadian Air Force,,Douglas C-47A Dakota,Douglas,962,12544,21.0,,,21,,,0.0,The pilot lost control of the aircraft after attempting a go-around maneuver.,"(49.141529, -102.986682)",55.26065461569547,-98.76232746924208,Canada,Canada,correct location
879,888,09/17/1946,1946,01:17,"Brussels, Belgium",Sabena,Brussels - Croydon,Douglas C-47-DL,Douglas,OO-AUR,4549,7.0,4.0,3.0,1,0.0,1.0,0.0,During its climb the plane rolled and crashed into hangers. Loss of airspeed for undetermined reasons.,"(50.843183, 4.371755)",52.66500539006022,-5.941852106023983,Belgium,Belgium,correct location
880,889,09/18/1946,1946,04:15,"Gander, Newfoundland",Sabena,Brussels - Shannon - Gander - New York City,Douglas DC-4-1009,Douglas,OO-CBG,42986,44.0,37.0,7.0,27,21.0,6.0,0.0,The aircraft crashed 24 mi SW of the runway at Gander. Improper approach procedures by the pilot in poor weather.,"(26.40239, 83.78567)",23.66294904802868,84.159138203889,Newfoundland,India,not correct location
881,890,09/19/1946,1946,,"Tripoli, Libya",Military -Royal Air Force,"St. Mawan, England - Almaza, Egypt",Avro Lancaster,Avro,NX690,,25.0,19.0,6.0,25,19.0,6.0,0.0,Crashed after possibly being hit by lightning.,"(32.8925, 13.180012)",39.547662320326644,13.919853021359906,Libya,Libya,correct location
882,891,09/20/1946,1946,,"Lochi Mountain, China",China National Aviation Corporation,"Sichang - Kunming, Yunnan",Curtiss Wright C-46,Curtiss,,,28.0,25.0,3.0,28,25.0,3.0,0.0,"Crashed into a 15,000 ft. mountain shortly after taking off from Sichang.","(23.151792, 75.193463)",24.568461947657347,72.28598434816384,China,India,not correct location
883,892,09/25/1946,1946,09:31,Hong Kong International Airport,Military - Royal Air Force,Hong Kong - Singapore,Douglas C-47B-25-DK,Douglas,KN414,16091/32839,19.0,14.0,5.0,19,14.0,5.0,0.0,"The aircraft departed Hong Kong, Runway 31, climbing to a height of 700-800 feet. At that point the airplane lost control and crashed. The Dakota possibly stalled after encountering turbulence from the foothills.","(22.31546, 113.93372)",29.86208197575975,106.89349283693431,Hong Kong International Airport,China,not correct location
884,893,09/27/1946,1946,,"Milngavie, Stirlingshire, Scotland",Railway Air Service Ltd.,Islay - Glascow,de Havilland 89A Dragon Rapide,deHavilland,G-AFFF,,7.0,5.0,2.0,7,5.0,2.0,0.0,Crashed into a hill in low overcast weather. Navigation error.,"(55.94071, -4.32311)",50.83751396185642,-9.852397732380515,Scotland,United Kingdom,not correct location
885,894,09/27/1946,1946,17:30,"Rio Doce, Brazil",Panair do Brasil,Belo Horizonte  - Rio de Janerio,Douglas DC-3A-228D,Douglas,PP-PCH,4087,25.0,22.0,3.0,25,22.0,3.0,0.0,Crashed into a mountainside north of Rio de Janerio after being possibly struck by lightning.,"(-20.244411, -42.897344)",-25.28719934011555,-46.68232009480207,Brazil,Brazil,correct location
886,895,10/03/1946,1946,03:30,"Stephenville, Newfoundland",American Overseas Airlines,Gander - Shannon,Douglas C-54E-5-DO,Douglas,NC90904,27290,39.0,31.0,8.0,39,31.0,8.0,0.0,"Took off from Gander and flew in a straight line into a mountain ridge 71 miles from the airport. The aircraft was named ""Flagship New England.""  It can be concluded that the captain was not alert to the procedure necessary for a safe climb from the runway. The action of the pilot in maintaining the direction of take-off toward higher terrain over which adequate clearance could not be gained.","(48.55001, -58.5818)",51.620848307620825,-57.97442258053822,Newfoundland,Canada,not correct location
887,896,10/06/1946,1946,07:30,"Penang, Malaya",Military -Royal Air Force,,Avro 685 York 1,Avro,MW125,,21.0,15.0,6.0,21,15.0,6.0,0.0,Crashed in the Strait of Malacca while en route.,"(5.407652, 100.308282)",6.000778794120651,104.28887334755842,Malaya,Malaysia,not correct location
888,897,10/07/1946,1946,11:20,"Apeldoorn, The Netherlands",Military - Royal Netherlands Naval Air Service,,Fairey Firefly MK1,Other,PP526,,1.0,0.0,1.0,1,0.0,1.0,22.0,The pilot of the single engine fighter made an unauthorized flight to Apeldoorn and began flying low to attract attention. The aircraft lost altitude during a maneuver and crashed into a high school killing 22 on the ground.,"(52.207918, 5.958917)",59.18736375916296,15.447144992823327,The Netherlands,Netherlands,not correct location
889,898,10/08/1946,1946,04:33,"Cheyenne, Wyoming",United Air Lines,San Francisco - Cheyenne - Chicago,Douglas DC-4,Douglas,N30051,10471,41.0,37.0,4.0,2,2.0,0.0,0.0,"After two landing attempts, the pilot tried to land on a different runway.  The wing struck the ground and the plane skidded 800 ft.  A loss of altitude during a turn preparatory to a final approach while the pilot was manoeuvring in an attempt to land. The aircraft was named ""Mainliner Lake Michigan.""","(41.138437, -104.812406)",38.64076653322146,-94.2590003785518,United States,United States,correct location
890,899,10/10/1946,1946,20:00,"Sefrou, Morocco",Air Ocean,Paris - Casablanca,Junkers Ju-52/3m,Junkers,F-BCAA,AAC281,16.0,11.0,5.0,16,11.0,5.0,0.0,Crashed into a mountain while en route. Navigation error.,"(33.827819, -4.831472)",30.551091829588696,2.287968927541879,Morocco,Morocco,correct location
891,900,10/17/1946,1946,00:57,"Laramie, Wyoming",National Air Transport Services,Oakland - Chicago,Douglas DC-3,Douglas,NC38942,12971,13.0,10.0,3.0,13,10.0,3.0,0.0,Crashed during a snowstorm into prairie lands while attempting to land at Laramie.  Weather conditions were deteriorating rapidly and worse than predicted. The action of the pilot in maneuvering the aircraft at a dangerously low altitude under extremely adverse weather conditions in an attempt to land.  A contributing factor was the negligence of the pilot in planning a flight into an area in which adverse weather conditions were forecast without making adequate provisions for a suitable alternate airport.,"(41.313704, -105.602581)",42.024323160876534,-97.43369491042958,United States,United States,correct location
892,901,10/17/1946,1946,,"Chitral, India",Military - Royal Air Force,,Douglas C-47B,Douglas,KN236,15659/27104,11.0,,,11,,,0.0,"Struck an 11,000 ft. mountain.","(35.84623, 71.7858)",38.40339134267481,71.35221604302639,India,Pakistan,not correct location
893,902,10/23/1946,1946,,"Gebel Kalamoun, Egypt",Socotra,Paris - Cairo,Junkers JU-52/3m,Junkers,F-BCHD,AAC311,24.0,22.0,2.0,1,1.0,0.0,0.0,The plane crashed into a hill after attempting to make a forced landing after running out of fuel.,"(53.075188, 8.806595)",48.77499595545934,18.92248828243187,Egypt,Germany,not correct location
894,903,11/01/1946,1946,,"St Leger-la-Montagne, France",CTA Languedoc Roussillon,Paris - Toulouse - Casablanca,AAC-1 Toucan,Other,F-BCAD,284,27.0,24.0,3.0,23,20.0,3.0,0.0,Crashed into mountains while en route. The pilot descended to lower altitiude to rid the plane of ice.,"(46.03333, 1.41667)",43.98427909425745,-1.0288656728146492,France,France,correct location
895,904,11/05/1946,1946,18:30,"Moscow, Russia",Aeroflot,"Riga, Latvia - Moscow",Douglas C-47,Douglas,SSSR-L946,,26.0,,,13,,,,Stalled after a overshoot  in heavy fog. Crew error.,"(55.741469, 37.615561)",58.47789421299371,35.14694667640244,Russia,Russia,correct location
896,905,11/11/1946,1946,03:30,"Cleveland, Ohio",United Air Lines,Chicago - Cleveland,Douglas DC-3 (C-53D-DO),Douglas,N19947,4873,20.0,17.0,3.0,2,0.0,2.0,0.0,Struck power lines and trees and crashed 500 feet short of the runway. The error of the pilot in establishing an approach toward an area not cleared for landing as a result of having mistaken the end markers of Runway 23 for those of Runway 31. A contributing factor was the failure of the pilot to abandon his attempt to land at Cleveland Airport when confronted with weather conditions below the minimums prescribed for that airport.,"(41.496551, -81.651327)",45.881655610171386,-85.13844788694834,United States,United States,correct location
897,906,11/13/1946,1946,03:41,"Lebec, California",Western Airlines,Palmdale - Burbank,Douglas C-53D-DO (DC-3),Douglas,NC18645,11662,11.0,8.0,3.0,11,8.0,3.0,0.0,"The aircraft crashed into White Mountain at an elevation of  6,000 feet, in rain and 70 mph winds after being blown off course while on a heading from Palmdale to Newhall. Possible downdraft. The action of the pilot in making an instrument letdown without previously establishing a positive radio fix. This action was aggravated by conditions of severe static, wind in excess of anticipated velocities, preoccupation with an unusual amount of radio conversation, and the inoperative Newhall radio range.","(34.837486, -118.887181)",34.27706291089629,-116.78762540213827,United States,United States,correct location
898,907,11/13/1946,1946,08:18,"Cofre de Perote, Mexico",Empressa Commun. AÃÂ©reas de Veracruz,Mexico City - Veracruz,Douglas DC-3,Douglas,XA-FOZ,,15.0,12.0,3.0,15,12.0,3.0,0.0,"Crashed into an 11,000 ft. mountain obscured by clouds.","(19.493804, -97.147785)",31.272612364504443,-101.23330386700708,Mexico,Mexico,correct location
899,908,11/14/1946,1946,20:15,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,London - Amsterdam,Douglas C-47A-90 DL (DC-3),Douglas,PH-TBW,20122,26.0,21.0,5.0,26,21.0,5.0,0.0,"The flight crashed during a third landing attempt in inclement weather. The pilot, not lined up with the runway, made a sharp left turn. The wing hit the ground and the aircraft exploded in flames.","(52.37243, 4.89973)",48.061386941085075,0.019649413419255524,Netherlands,Netherlands,correct location
900,909,11/16/1946,1946,23:30,North Pacific Ocean,Military - U.S. Army Air Forces,Guam - Iwo Jima,Douglas C-47,Douglas,,,23.0,15.0,8.0,23,15.0,8.0,0.0,"Made a 360 degree turn and dove into the sea, 15 miles off Iwo Jima .","(38.309137, -101.328273)",37.463437151133064,-104.41839249372188,North Pacific Ocean,United States,not correct location
901,910,11/26/1946,1946,10:30,"San Jose, Costa Rica",Lineas AÃÂ©reas Costarricenses  LACSA,,Douglas DC-3 (C-47A-90-DL),Douglas,RX-76,20590,22.0,20.0,2.0,22,20.0,2.0,0.0,Struck Cedrel mountain while making an approach to San Jose.,"(37.354559, -121.883844)",38.72822258075864,-119.991217980355,Costa Rica,United States,not correct location
902,911,11/30/1946,1946,,"El Palomar, Argentina",Fuerza AÃÂ©rea Argentina,,Vickers 620 Viking 1,Vickers,T-1,113,18.0,15.0,3.0,5,2.0,3.0,0.0,"Following engine failure, the captain lost control and crashed while trying to land.","(19.81822, -99.42064)",23.144148004843995,-97.17464812625856,Argentina,Mexico,not correct location
903,912,12/04/1946,1946,,"Meshed, Iran",Aeroflot,Meshed - Teheran,Lisunov Li-2,GAZ,,,24.0,,,24,,,0.0,Crashed shortly after takeoff from Meshed airport.,"(36.288116, 59.616304)",30.621973853714927,54.718569738957214,Iran,Iran,correct location
904,913,12/10/1946,1946,13:10,"Osaka, Japan",Military - U.S. Army Air Forces,,Curtiss-Wright C-46F-CU,Curtiss Wright,44-78604,22427,24.0,19.0,5.0,24,19.0,5.0,0.0,Crashed 3 miles southwest of Itami Air Base shortly after taking off.  Loss of engine power for reasons unknown.,"(34.691802, 135.50506)",36.455098629308814,141.29420481770617,Japan,Japan,correct location
905,914,12/10/1946,1946,,"Toledo, Washington",Military - U.S. Marine Corps,"Miramar NAS, California - Sand Point NB, Seattle",Curtiss-Wright R5C-1,Curtiss Wright,39528,,32.0,29.0,3.0,32,29.0,3.0,0.0,"The crew reported picking up ice before disappearing without a trace while en route. The last reported positon was 30 miles south of Toledo, Washington. Found 11 months later at Mt. Rainer.","(39.869757, -4.035481)",48.26184218888369,3.7394096625696367,United States,Spain,not correct location
906,915,12/14/1946,1946,,"Mt. Banahaur, Philippines",Far Eastern Air Transport,Grace Park AF - Lucena,Douglas DC-3 (C-47-B-1-DK),Douglas,PI-C-1,25436/13991,14.0,10.0,4.0,12,9.0,3.0,0.0,Crashed into tree tops on Mt. Banahaur. The pilot and 1 passenger survived.,"(33.91667, 35.66667)",26.806303817636305,40.50988489805847,Philippines,Lebanon,not correct location
907,916,12/17/1946,1946,,"Caribbean, Atlantic Ocean",Winged Cargo Inc.,"Kingston, Jamaca - San Jose",Douglas C-47A,Douglas,NC88876,9249,7.0,5.0,2.0,7,5.0,2.0,0.0,Disappeared en route. Never found.,"(45.049779, 7.677152)",56.08048466969086,4.327638020142389,Atlantic Ocean,Italy,not correct location
908,917,12/23/1946,1946,14:30,"Rio de Janeiro, Brazil",FAMA (Argentina),London - Buenos Aires.,Avro  685 York I,Avro,LV-XIG,1365,21.0,15.0,6.0,21,15.0,6.0,0.0,"Poor weather at the destination airport forced the crew to divert to Rio de Janeiro. While approaching to land the aircraft flew into a mountain, 14 miles from the airport.","(-22.935024, -43.518246)",-12.761700797139024,-46.10030200814659,Brazil,Brazil,correct location
909,918,12/24/1946,1946,19:19,"San Diego, California",Western Airlines,Holtville - San Diego,Douglas DC-3 ( C-53D-DO),Douglas,NC45395,42-68715,12.0,9.0,3.0,12,9.0,3.0,0.0,"Crashed east slope of Cuyapaipe Mountain at 6,120 ft. in San Diego County in poor weather conditions. The conduct of the flight at an altitude which would not clear obstructions, due to an error by the pilot in determining his position with respect to Laguna Mountain.","(32.72793, -117.15529)",37.693771146980914,-119.07376449460851,United States,United States,correct location
910,919,12/25/1946,1946,17:00,"Wusong, Jiangsu, China",CNAC,Chunking - Shanghi,Curtiss C-47,Curtiss,,,34.0,31.0,3.0,13,10.0,3.0,3.0,Crashed after a failed landing attempt at Kiangwan Airport in rain fog and overcast. The plan overshot the runway and crashed into a residential area.,"(30.925055, 117.809892)",27.630301870035673,113.74193987195191,China,China,correct location
911,920,12/25/1946,1946,17:00,"Shanghai, China",CNAC,Chunking - Shanghi,Douglas DC-3,Douglas,,,30.0,27.0,3.0,20,17.0,3.0,0.0,"While attempting to land in rain and fog, the aircraft ran out of fuel, stalled and crashed at Lunghwa field.","(31.246027, 121.483385)",32.76753000880239,123.77444723615935,China,China,correct location
912,921,12/25/1946,1946,17:45,"Shanghai, China",CATA,Chunking - Shanghai,Douglas C-47,Douglas,,,11.0,7.0,4.0,11,7.0,4.0,5.0,"In heavy fog, the aircraft struck the roof of a nearby building and cartwheeled into a neighborhood 1 mile from Lunghwa Airport killing some on the ground.","(31.246027, 121.483385)",31.575924268748157,117.00723582504594,China,China,correct location
913,922,12/28/1946,1946,,"Walshville, Illinois",Kansas City Southern Skyways,"Flint, MI - Washville, IL",Douglas C-47A,Douglas,NC58024,9378,2.0,0.0,2.0,2,0.0,2.0,0.0,The cargo plane crashed after both engines failed. Fuel exhaustion.,"(48.237233, -97.193609)",55.065954959838564,-91.10194506974935,United States,United States,correct location
914,923,12/28/1946,1946,02:09,"Shannon, Ireland",Trans Continental and Western Air,Paris - Shannon,Lockheed 049 Consellation,Lockheed,NC86505,2026,23.0,14.0,9.0,13,9.0,4.0,0.0,"Crashed 1 mile from the airport on an island situated on the Fergus River. Inaccurate altimeter reading caused by the reversal of the primary and static source lines which resulted in the pilot making his approach at too low an altitude. Also, restriction of vision from the cockpit because of fogging of an unheated windshield. The plane was named Cairo Skychief.","(52.710284, -8.870205)",54.93036522754315,-4.944757271035275,Ireland,Ireland,correct location
915,924,12/28/1946,1946,09:19,"Michigan City, Indiana",American Airlines,Buffalo - Chicago,Douglas DC-3 (C-50A-DO),Douglas,N15577,4805,21.0,18.0,3.0,2,0.0,2.0,0.0,Crashed after loosing power in both engines due to fuel starvation. The accumulation of carburetor ice following the loss of power in both engines as a result of fuel starvation. The reason for fuel starvation could not be determined.,"(41.709746, -86.890984)",42.20345214163702,-86.10251855864233,United States,United States,correct location
