,X,Date,Year,Time,Location,Operator,Route,AC.Type,Manufacturer,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Summary,Coordinates,Latitude,Longitude,Country,Country coordinates,Location_Status
927,936,01/26/1947,1947,15:30,"Copenhagen, Denmark",KLM Royal Dutch Airlines,Kobenhavn - Stockholm,Douglas C- C47A-30DK,Douglas,PH-TCR,25479,22.0,18.0,4.0,22,18.0,4.0,0.0,"During takeoff from Kobenhavn-Kastrup Airport, ,the aircraft rose to a height of 150 feet and then crashed to the ground in a fireball. Failure to remove the elevator locking pins prior to takeoff. Singer Grace Moore, 48, and Swedish crown prince, Gustav Adolf, 41, among those killed.","(55.704438, 12.502119)",55.704438,12.502119,Denmark,Denmark,correct location
928,937,01/28/1947,1947,12:00,"Hankow, China",China National Aviation Corporation,Shanghai - Hankow - Chungking,Curtiss C-46,Curtiss,,,26.0,24.0,2.0,25,23.0,2.0,0.0,Crashed while en route about 30 minutes after takeoff. A four-year-old boy survived. Fire in the left wing leading to separation of the wing.,"(30.58333, 114.28333)",30.58333,114.28333,China,China,correct location
929,938,02/01/1947,1947,18:45,"Lisbon, Portugal",Air France,Paris - Bordeaux - Lisbon,Douglas DC-3C,Douglas,F-BAXQ,13806/25251,20.0,15.0,5.0,19,14.0,5.0,0.0,Crashed into Cintra mountain while on approach in poor weather condtions.,"(38.748243, -9.140093)",38.748243,-9.140093,Portugal,Portugal,correct location
930,939,02/05/1947,1947,,"Harrington, Delaware",International Air Freight,"New York, NY - Raleigh, NC",Douglas DC-3,Douglas,NC54451,13873/25318,3.0,0.0,3.0,1,0.0,1.0,0.0,"The cargo plane diverted to Harrington after a No. 2 engine rpm reduction. The plane approached downwind, overshot and struck some trees. Fuel contamination.","(38.924567, -75.574343)",38.924567,-75.574343,United States,United States,correct location
931,940,02/06/1947,1947,17:00,"Pedro Bernardo, Spain",Aerovias Cuba International,Havana - Lisbon - Madrid,Douglas C-54B-15-DO,Douglas,NC44567,18386,11.0,8.0,3.0,11,8.0,2.0,0.0,"Crashed in Gredos mountain range about 100 miles west of Madrid while en route and in adverse weather conditions.  The plane was named ""Ruta de Colon.""","(40.243187, -4.911729)",40.243187,-4.911729,Spain,Spain,correct location
932,941,02/14/1947,1947,04:20,"Denver, Colorado",Slick Airways,"Omaha, NE - Denver, CO",Curtiss C-46E,Curtiss,NC59486,2944,2.0,0.0,2.0,2,0.0,2.0,0.0,Cargo flight. The momentary loss of control or overcontrol by the pilot at a critically low altitude in the final stages of an ILS approach. A contributing factor was the failure of the safety pilot to remain alert to the altitude of the aircraft.,"(39.740959, -104.985798)",39.740959,-104.985798,United States,United States,correct location
933,942,02/15/1947,1947,12:18,"Bogota, Colombia",AVIANCA,Barranquilla - Bogota,Douglas DC-4,Douglas,C-114,10439,53.0,49.0,4.0,53,49.0,4.0,0.0,"The plane crashed into Mt. El Tabalazo at 10,500 feet in fog while en route. Pilot error. Conducting the flight below a safe altitude and off the designated airway.","(4.635456, -74.08768)",4.635456,-74.08768,Colombia,Colombia,correct location
934,943,02/15/1947,1947,09:30,"Terracina, Italy",Military - Corrieri Aerei Militari,Rome - Cairo,Savoia-Marchetti SM-95,Savoia Marchetti,I-ABQH,41003,16.0,10.0,6.0,16,10.0,6.0,0.0,Disappeared and crashed into the ocean just off the coast of Terracina in clear weather. On board were an Egyptian Princess and her court. The cause remains unknown although sabotage is a possibility.,"(41.289785, 13.24557)",41.289785,13.24557,Italy,Italy,correct location
935,944,02/21/1947,1947,16:00,"Chungking, China",Military - Chinese Air Force,Sichang - Chungking,Douglas C-47,Douglas,,,21.0,17.0,4.0,21,17.0,,0.0,Crashed while attempting to land. Ran into heavy icing. One wing broke off.,"(22.296585, 114.172432)",22.296585,114.172432,China,China,correct location
936,945,02/26/1947,1947,,"China Sea, Pacific Ocean",Military - Royal Air Force,Singapore - Siagon,Douglas C-47B,Douglas,KK120,15129/26574,12.0,9.0,3.0,12,9.0,3.0,0.0,Disappeared while en route. Never found.,"(32.529746, 106.804852)",32.529746,106.804852,Pacific Ocean,China,not correct location
937,946,03/05/1947,1947,09:53,"Georgia, USSR",Aeroflot,Tbilisi - Moscow - Vnoukovo,Doublas C-47,Douglas,CCCP-L952,14874/26319,23.0,19.0,4.0,23,19.0,4.0,0.0,"Crashed in the Cacasus mountains,Nizhnesvanetsky Range, while en route. Pilot error. Pilot in command changed the route of flight","(41.867047, 43.785061)",41.867047,43.785061,USSR,Georgia,not correct location
938,947,03/08/1947,1947,,"L'isola di Ischia, Italy",Military - Royal Air Force,Hassani - Rome - Northolt,Douglas C-47B,Douglas,KK122,15131/26576,13.0,10.0,3.0,13,10.0,3.0,0.0,"Due to low visibility, the crew did not realize they were off course when the aircraft hit the slope of Mt Epomeo on Ischia Island.","(46.164886, 11.087191)",46.164886,11.087191,Italy,Italy,correct location
939,948,03/08/1947,1947,14:59,"Cordillera, Colombia",VIARCO,Villavicencio - Bogota,Douglas C-47-DL,Douglas,C-400,4792,9.0,5.0,4.0,9,5.0,4.0,0.0,Crashed in the Cordillera mountain range shortly after taking off and climbing.,"(-25.25421, -56.954963)",-25.25421,-56.954963,Colombia,Paraguay,not correct location
940,949,03/14/1947,1947,15:30,"Mt. Moucherolles, France",Air France,Lyons - Nice - Paris,Douglas DC-3 (C-47A-90-DL),Douglas,F-BAXO,20488,23.0,18.0,5.0,23,18.0,5.0,0.0,"Flew into 4,000 foot Mt. Moucherolles, 25 miles south of Grenoble in poor weather. The crash started an avalanche which buried most of the wreckage. Naviation error.","(45.031282, 5.526801)",45.031282,5.526801,France,France,correct location
941,950,03/17/1947,1947,08:05,"Medellin, Colombia",TACA,"Medellin, Colombia - San Jose, Costa Rica",Lockheed 18 Lodestar,Lockheed,YS-28,2450,8.0,5.0,3.0,8,5.0,3.0,0.0,Crashed shortly after taking off. Hit the slope of Cerro del Padre Amaya located 12 km northwest of the airport.,"(6.276949, -75.576955)",6.276949,-75.576955,Colombia,Colombia,correct location
942,951,03/18/1947,1947,,"Negombo, Sri Lanka",Military - Royal Air Force,Negombo - Northolt,Avro York C1,Avro,MW198,MW198,15.0,9.0,6.0,11,7.0,4.0,0.0,"Failed engine on takeoff. Could not maintain altitude, lost control, struck trees and crashed.","(7.2083, 79.8358)",7.2083,79.8358,Sri Lanka,Sri Lanka,correct location
943,952,04/08/1947,1947,10:30,"Caracas, Venezuela",Linea Aeropostal Venezolana,Cumana - Caracas,Douglas C-47A,Douglas,YV-C-ALO,,27.0,24.0,3.0,27,24.0,3.0,0.0,Crashed 40 miles east of Caracas while en route.,"(10.505146, -66.917878)",10.505146,-66.917878,Venezuela,Venezuela,correct location
944,953,04/13/1947,1947,02:40,"Dakar, Senegal",British South American Airways,Lisbon - Dakar,Avro 685 York I,Avro,G-AHEZ,1303,15.0,9.0,6.0,6,6.0,0.0,0.0,The plane crashed while making a third landing attempt. Unwise decision to try a third landing attempt. No approach lights. No radio facilities.,"(14.713018, -17.454726)",14.713018,-17.454726,Senegal,Senegal,correct location
945,954,04/22/1947,1947,10:40,"Columbus, Georgia",Delta Air Lines, Macon - Columbus,Douglas DC-3 (C-47DL) /Vultee BT-13,Douglas,N49657 / N55312,9066,10.0,8.0,2.0,10,8.0,2.0,0.0,"A private plane landed on top of the DC-3 while it was taking off.  After rising to a height of 150 ft., the tail of the DC-3 was forced down and both planes crashed in flames. All 9 killed aboard the DC-3 and one aboard the private plane were killed.  The failure of the pilot in the BT-13 to fly a standard left hand pattern in his approach to the airport and to keep a diligent lookout for other traffic.","(39.980761, -82.985331)",39.980761,-82.985331,United States,United States,correct location
946,955,04/28/1947,1947,23:13,"Vancouver, British Columbia, Canada",Trans Canada Air Lines,Lethbridge - Vancouver,Lockheed 18 Loadstar,Lockheed,CF-TDF,18-2248,15.0,12.0,3.0,15,12.0,3.0,0.0,"The aircraft disappeared while en route from Lethbridge, Alberta to Vancouver, British Columbia. The last known position was over Vancouver Airport. The wreckage was discovered and identified in September 1994 in a remote area, 10 miles north of Vancouver near Mt. Seymour.","(49.2819, -123.11874)",49.2819,-123.11874,Canada,Canada,correct location
947,956,05/04/1947,1947,,"Nicoya, Guanacaste, Costa Rica",TACA,Nicoya - San Jose,Lockheed 18 Loadstar,Lockheed,TI-84,18-2374,11.0,9.0,2.0,11,9.0,2.0,0.0,Crashed 100 miles west of San Jose. Possible act of sabotage on one of the engines.,"(10.14828, -85.45201)",10.14828,-85.45201,Costa Rica,Costa Rica,correct location
948,957,05/11/1947,1947,09:39,"Delaware Bay, New Jersey",Trans Continental and Western Air,Training,Lockheed L-049 Constellation,Lockheed,NC86508,2029,4.0,0.0,4.0,4,0.0,4.0,0.0,"Went into a turn and lost control, spiraled into the ground. Loss of control of the aircraft for reasons undetermined.","(42.11113, -80.125814)",42.11113,-80.125814,United States,United States,correct location
949,958,05/16/1947,1947,16:25,"Khabarovsk, Russia",Aeroflot,Nikolayevsk-on-Amur - Khabarovsk,Douglas DC-47,Douglas,CCCP-L1048,11936,22.0,17.0,5.0,22,17.0,5.0,0.0,"The plane was attempting to land in poor visibility, below weather minimumns the plane hit a broadcast radio mast, crashed and burned. Crew error, ATC error.","(48.452457, 135.133742)",48.452457,135.133742,Russia,Russia,correct location
950,959,05/29/1947,1947,19:05,"La Guardia Airport, Queens, New York",United Air Lines,New York City - Cleveland,Douglas C-54B,Douglas,NC30046,18324,48.0,44.0,4.0,43,41.0,2.0,0.0,"The aircraft overran the runway during an attempted takeoff, crashed and caught fire. Either the failure of the pilot to release the gust lock before take-off or his decision to discontinue the take-off because of apprehension resulting from rapid use of a short runway under a possible calm wind condition.","(40.77607, -73.87269)",40.77607,-73.87269,United States,United States,correct location
951,960,05/29/1947,1947,22:45,"Atsugi, Japan",Military - U.S. Army Air Forces,Seoul - Tachikawa,Douglas C-54D-DC (DC-4),Douglas,42-72553,10658,40.0,33.0,7.0,40,33.0,7.0,0.0,"Turned the wrong way while attempting to land and slammed into a mountain, bursting into flames.","(35.458778, 139.343887)",35.458778,139.343887,Japan,Japan,correct location
953,962,05/30/1947,1947,17:41,"Port Deposit, Maryland",Eastern Air Lines,Newark - Baltimore - Miami,Douglas C-54B-15-DO,Douglas,NC88814,18380,53.0,49.0,4.0,53,49.0,4.0,0.0,"While on approach to Baltimore at 4,000 ft., the plane suddenly went into a nose dive, inverted and crashed.  Possible problems with the elevator. The official cause was never determined.","(39.611541, -76.095701)",39.611541,-76.095701,United States,United States,correct location
954,963,06/04/1947,1947,23:00,"Gemenos, France",Air France,Marseille - Lyon,Junkers Ju-52,Junkers,F-BANB,AAC136,2.0,0.0,2.0,2,0.0,2.0,0.0,The cargo plane struck high ground while en route.,"(43.2947, 5.624396)",43.2947,5.624396,France,France,correct location
955,964,06/11/1947,1947,23:07,"Natal, Brazil",Flota A̩rea Mercante Argentina,Buenos Aires - Natal - London,Avro 691 Lancastrian,Avro,LV-ACS,,18.0,13.0,5.0,5,3.0,2.0,0.0,"Veered off runway, struck a building while landing.","(-5.803737, -35.218408)",-5.803737,-35.218408,Brazil,Brazil,correct location
956,965,06/13/1947,1947,18:16,"Leesburg, Virginia",Pennsylvania Central Airlines,Pittsburgh - Washington D.C.,Douglas DC-4 (C-54-DO),Douglas,NC88842,3112,50.0,47.0,3.0,50,47.0,3.0,0.0,"The aircraft crashed into a ridge at Lookout Rock, 8 miles SE of Charles Town, WV during a rainstorm. The action of the pilot in descending below the minimum en route altitude under conditions of weather which prevented adquate visual reference to the ground.  A contributing cause was the faulty clearance given by ATC.","(39.106326, -77.54975)",39.106326,-77.54975,United States,United States,correct location
957,966,06/19/1947,1947,23:40,"Al Mayadin, Syria",Pan American World Airways,Karachi - Istanbul,Lockheed 049-46-21 Constellation,Lockheed,NC88845,2045,36.0,27.0,9.0,14,7.0,7.0,0.0,"While on a flight originating in New York and making its inaugural westbound flight of round-the-world service, the aircraft's No. 1 engine failed half-way on a leg from Karachi to Istanbul. Due to closed airports and inadequate repair facilities, the pilot chose to continue to its destination. Several hours later, the remaining engines overheated and the No.2 engine caught fire causing the plane to crash. Gene Roddenberry (creator of Star Trek) was a deadheading Pan Am pilot aboard, who helped rescue many of the passengers.  The crash was blamed on Pan Am's failure to replace the No. 2 engine which had experienced several problems earlier.  A fire which resulted from an attempt to feather the No. 2 propeller after the failure of the No. 2 engine thrust bearing. The aircraft was named Clipper Eclipse.","(35.02089, 40.45346)",35.02089,40.45346,Syria,Syria,correct location
958,967,06/21/1947,1947,,"Black Sea, Gulf of Karkinitsky",Aeroflot,,Li-2,GAZ,CCCP-L4138,,29.0,25.0,4.0,8,6.0,2.0,0.0, The plane ditched in the Black Sea. Engine failure due to disconnection of traction altitude corrector.,"(42.469865, -92.308829)",42.469865,-92.308829,Gulf of Karkinitsky,United States,not correct location
960,969,07/13/1947,1947,04:30,"Melbourne, Florida",Burke Air Transport,Newark - Miami,Douglas DC-3,Douglas,NC79024,9887,36.0,33.0,3.0,14,12.0,2.0,0.0,"The aircraft, on a charter flight from New York to San Juan, Puerto Rico, crashed into a swamp while attempting to make an emergency landing. Loss of an engine due to a fuel flow problem led to loss of altitude and a crash landing. Six spark plugs in the right engine were found to be defective. A defect found in the carburetor may have contributed to excessive fuel loss. Crew fatigue contributed to the accident.","(-37.825071, 144.978682)",-37.825071,144.978682,United States,Australia,not correct location
961,970,07/15/1947,1947,,"Vichy ,France",Aero Cargo,Paris - Vichy,Junkers Ju-52/3m,Junkers,F-BCHH,AAC323,19.0,,,1,,,0.0,Lost control while landing and crashed.,"(46.132259, 3.426668)",46.132259,3.426668,"Vichy ,France",France,not correct location
962,971,07/16/1947,1947,22:40,"Az-Zubair, Iran",British Overseas Airways,Cairo - Basrah,Avro 685 York,Avro,G-AGMR,1219,6.0,0.0,6.0,6,0.0,6.0,0.0,"During a fourth landing attempt the plane touched down, power was applied but the plane crashed in a wooded area beyond the runway. An error on the part of the pilot in continuing the flight in unsuitable weather conditions coupled with lack of cooperation by the ATC.","(31.500508, -110.256739)",31.500508,-110.256739,Iran,United States,not correct location
963,972,07/25/1947,1947,,"Moron, Argentina",Flota A̩rea Mercante Argentina,Test flight,Avro 685 York I,Avro,LV-XIH,1366,6.0,0.0,6.0,2,0.0,2.0,2.0,Struck a truck while attempting to land.,"(22.10944, -78.6275)",22.10944,-78.6275,Argentina,Cuba,not correct location
964,973,07/31/1947,1947,,"Yumen, China",Military - Chinese Air Force,Tihua - Lanzhou,Douglas C-47,Douglas,,,26.0,22.0,4.0,26,22.0,4.0,0.0,Crashed in a mountainous area.,"(39.830035, 97.729993)",39.830035,97.729993,China,China,correct location
965,974,08/02/1947,1947,17:40,"Andes, Argentina",British South American Airways,Buenos Aires - Santiago,Avro 691 Lancastrian 3,Avro,G-AGWH,1280,11.0,6.0,5.0,11,6.0,5.0,0.0,"Crash in the Andes mountains in poor weather while flying from Mendoza, Argentina to Santiago, Chile. The plane was found on the south slope of Tupungato peak at the 18,000 ft. level on January 19, 2000, 53 years later. Possibly icing or possibly the aircraft, being capable of flying over 20,000 feet, encountered strong head winds and began a descent thinking they were over their destination when they were not. The plane was named ""Star Dust."" The radio operator transmitted an enigmatic coded message (""STENDEC"") before the plane disappeared.","(-32.834983, -70.623362)",-32.834983,-70.623362,Argentina,Chile,not correct location
966,975,08/06/1947,1947,,North Pacific Ocean,Military - U.S. Navy,Kodiak - Dutch Harbor,Consolidated PBY-5A Catalina,Consolidated,34032,,20.0,15.0,5.0,20,15.0,5.0,0.0,Disappeared while en route. The last message from the aircraft was it was 150 miles from its destination and battling strong head winds.,"(38.309137, -101.328273)",38.309137,-101.328273,North Pacific Ocean,United States,not correct location
967,976,08/08/1947,1947,18:49,"New York, New York",American Airlines,New York - Buffalo,Douglas DC-3C,Douglas,NX88787,19639,5.0,3.0,2.0,3,1.0,2.0,0.0,"Cargo flight. Lost an engine on takeoff and decided to return to the airport. Following an attempted landing, a miss approach procedure was attempted for a second landing without sufficient air speed for single engine operation.","(40.68295, -73.9708)",40.68295,-73.9708,United States,United States,correct location
968,977,08/09/1947,1947,,"Malmo, Sweden",AB Aerotransport,Amsterdam - Malmo,Douglas DC-3F,Douglas,SE-BAY,19559,5.0,0.0,5.0,1,0.0,1.0,0.0,The cargo plane overran the runway and crashed into high ground.,"(55.59438, 13.029953)",55.59438,13.029953,Sweden,Sweden,correct location
