,Unnamed: 0,X,Date,Year,Time,Location,Operator,Route,AC.Type,Manufacturer,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Summary,Coordinates,Latitude,Longitude,LatitudeNoise,LongitudeNoise
1859,1860,1871,01/03/1961,1961,07:40,"Koivulahti, Finland",Finnair,Kokkola - Vaasa,Douglas DC-3,Douglas,OH-LCC,14066/25511,25.0,22.0,3.0,25,22.0,3.0,0.0,"Crashed into woods while attempting to land. Both pilots tested positive for alcohol.  In addition, the pilot did not have enough sleep the night before and was not considered to be in satisfactory mental and physical condition to undertake the flight.","(63.163312, 21.83909)",63.163312,21.83909,63.2216400679651,21.055384775991712
1860,1861,1872,01/19/1961,1961,20:25,"New York, New York (Idlewild)",Aeronaves de Mexico,New York - Mexico City,McDonnell Douglas DC-8-21,McDonnell Douglas,XA-XAX,45432/105,106.0,97.0,9.0,4,0.0,4.0,0.0,"An aborted takeoff caused the aircraft to crash through the airport barrier fence and burst into flames. The unnecessary discontinuance of the takeoff as a result of actions by the check-pilot who was either not in the pilot's seat or reached forward without warning and pulling the throttles back. This action caused power to be decreased on all four engines. Contributing factors were the marginally poor weather, snow on the runway and the possibility of the pitot head heat not being on.","(40.68295, -73.9708)",40.68295,-73.9708,41.561286758478545,-73.2174945832571
1861,1862,1873,01/22/1961,1961,03:04,Midway Island Naval Air Station,Military - U.S. Navy,Survey,Lockheed WV-2 Super Constellation,Lockheed,BU143193,4467,22.0,0.0,22.0,6,0.0,6.0,3.0,"While returning from an aborted barrier mission, the aircraft hit a seawall at end of short runway. The main landing geart was sheared off and the aircraft cartwheeled, slid into a vehicle, exploded and burned.","(26.687319, -81.823317)",26.687319,-81.823317,24.73041132509961,-83.07954719969521
1862,1863,1874,01/24/1961,1961,10:48,"Mt. Burangrang, Indonesia",Garuda Indonesia Airlines,Jakarta - Bandung,Douglas DC-3,Douglas,PK-GDI,19672,21.0,16.0,5.0,21,16.0,5.0,0.0,The aircraft struck Mt. Burangrang . Attempt by the pilot to fly over mountainous terrain when unsure of his position and in weather conditions which severely restricted visibility.,"(-6.73528, 107.58472)",-6.73528,107.58472,-7.250181285454585,106.44448799833579
1863,1864,1875,01/26/1961,1961,03:30,"Trinity Bay, Newfoundland",Military - U.S. Air Force,Kenitra - Lajes - Argentia - Norfork,Douglas C-118A Liftmaster,Douglas,51-17626,43670,23.0,13.0,10.0,23,13.0,10.0,0.0,"While approaching Argentia-Bristol Field, the  aircraft crashed into the Trinity Bay about 50 km northeast of Argentia. It is believed the aircraft disintegrated in the air possibly following a mechanical issue. However, due to a lack of evidence,  it was not possible to determine the exact cause of the accident.","(52.206637, 0.118409)",52.206637,0.118409,53.107955161178936,-0.4217702433497129
1864,1865,1876,01/28/1961,1961,12:20,"Off Montauk Point, New York",American Airlines,Training,Boeing 707-123,Boeing,N7502A,17629/8,6.0,0.0,6.0,6,0.0,6.0,0.0,"The aircraaft banked left, entered a dive and eventually crashed into the ocean five miles off shore.","(41.036853, -71.939724)",41.036853,-71.939724,40.80114504630334,-70.54681656254475
1865,1866,1877,02/03/1961,1961,23:55,"Off Surabaya, Indonesia",Garuda Indonesia Airlines,Surabaya - Balikpapan,Douglas DC-3,Douglas,PK-GDY,13052,26.0,21.0,5.0,26,21.0,5.0,0.0,Disappeared while en route. The wreckage was never found. It is believed the aircraft crashed into the sea off the island of Madura.,"(-7.278453, 112.725723)",-7.278453,112.725723,-9.279707856441387,114.02248710097228
1866,1867,1878,02/15/1961,1961,10:05,"Near Brussels, Belgium",Sabena,New York City - Brussels,Boeing B-707-320,Boeing,OO-SJB,17624/92,72.0,61.0,11.0,72,61.0,11.0,1.0,"The aircraft was about to touchdown on the runway when engine power was increased and the aircraft climbed to 1,500 ft. The aircraft completed 3 left-hand circles. Its attitude increased until it nosed down and crashed. The entire eighteen member U.S. Figure Skating team killed.  Failure of the aircraft's flying controls, possibly jamming of the outboard ailerons or unwanted extension of the spoilers.","(50.843183, 4.371755)",50.843183,4.371755,50.6082277764165,2.7849469278715153
1867,1868,1879,03/09/1961,1961,15:00,"Near Caracas, Venezuela",Linea Aeropostal Venezolana,San Antonio-Maiquetia,Douglas DC-3,Douglas,YV-C-AZQ,19986,12.0,8.0,4.0,12,8.0,4.0,0.0,Crashed into the slope of a mountain while en route. Navigation error. Failure of the crew to follow the prescribed route. Flying VFR in IFR conditions.,"(10.505146, -66.917878)",10.505146,-66.917878,9.961925680898862,-69.48167864650527
1868,1869,1880,03/25/1961,1961,,"Near Natal, Brazil",Military - Brazilian Air Force,Rio de Janerio - Belem,Douglas C-47DL,Douglas,C-47-2055,4473,28.0,22.0,6.0,23,21.0,2.0,0.0,Crashed while attempting to land.,"(-5.803737, -35.218408)",-5.803737,-35.218408,-5.26291791019387,-35.01582654390005
1869,1870,1881,03/28/1961,1961,20:08,"Forcheim, Germany",Ceskoslovenske Aerolinie,Prague - Zurich,Ilyushin IL-18,Ilyushin,OK-OAD,180002102,52.0,44.0,8.0,52,44.0,8.0,0.0,The aircraft crashed 13.6 miles Northeast of NÃ¼rnberg after an intentional descent for unknown reasons led to the disintegration of the aircraft due to structural stress. Possible defective artificial horizon. Possible unnoticed over control of the electrical rudder or aileron trim. Possible physical incapacitation of one or both pilots.,"('', '')",,,,
1870,1871,1882,04/03/1961,1961,23:57,"Llico, Chile",LAN,Temuco - Santiago,Douglas DC-3,Douglas,CC-CLD-P210,9716,24.0,20.0,4.0,24,20.0,4.0,0.0,The plane crashed into La Gotera Hill while on approach to Santiago. The official cause is unknown.  Icing suspected. All members of the Green Cross Chilean soccer team killed. Wreckage found 54 years after the accident.,"(-41.29019, -73.844604)",-41.29019,-73.844604,-42.673205589335694,-71.8349808147248
1871,1872,1883,04/18/1961,1961,18:10,"Mount Parker, Hong Kong",Military - US Air Force,Hong Kong - Tainan AFB,C-47(DC-3),Douglas,43-49014,26275/14830,15.0,12.0,3.0,14,11.0,3.0,0.0,The aircraft impacted Mount Parker shortly after taking off in foggy weather conditions.,"(-5.845597, 144.22708)",-5.845597,144.22708,-7.6123671828319965,143.69864202106865
1872,1873,1884,05/10/1961,1961,01:12,"Ghadames, Algeria",Air France,"Fort Lamy, Chad - Marseilles, France",Lockheed 1649A Starliner,Lockheed,F-BHBM,1027,78.0,69.0,9.0,78,69.0,9.0,0.0,"While en route from Fort Lamy, Chad to Marseilles, France, the airliner crashed and burned in the Sahara Desert on the Algeria / Libya border. Detonation of a nitrocellulose bomb.","(30.015017, 10.942937)",30.015017,10.942937,33.829540377209305,10.79944565451448
1873,1874,1885,05/24/1961,1961,02:22,"Near Tacoma, Washington",Military - U.S. Air Force,McChord - Lawton,Douglas C-124A-DL,Douglas,51-0174,43508,22.0,16.0,6.0,22,16.0,6.0,0.0,"After a night takeoff, while climbing to a height of 500 feet, the airplane went out of control and crashed in a wooded area.","(47.235357, -122.452504)",47.235357,-122.452504,47.891656394106946,-122.74831615282427
1874,1875,1886,05/29/1961,1961,14:36,Singapore,Military - Royal Air Force,Traing,Handley Page Hastings C-2,Handley Page,WD497,125,13.0,8.0,5.0,13,8.0,5.0,0.0,"Lost an engine, stalled and crashed.","(1.366923, 103.801292)",1.366923,103.801292,0.5115647497117012,105.37036659580238
1875,1876,1887,05/30/1961,1961,01:20,"Near Lisbon, Portugal",KLM Royal Dutch Airlines,"Rome  - Lisbon -  Madrid - Santa Maria, Azores -Caracas",McDonnell Douglas DC-8-53,McDonnell Douglas,PH-DCL,45615,61.0,47.0,14.0,61,47.0,14.0,0.0,"Five minutes after taking off from Lisbon, Portugal, the aircraft plunged into the Atlantic Ocean. There were indications from the wreckage that the aircraft went into a spiral dive and hit the water at over 500 mph. Either through inattentiveness or loss of an artificial horizon or other instrument malfunction, the aircraft went into a steep left bank from which recovery was not possible. Attitude of the aircraft at the moment of impact pointed to over correction.","(38.748243, -9.140093)",38.748243,-9.140093,37.697605345777866,-8.23146320682293
1876,1877,1888,06/12/1961,1961,04:11,"Cairo, Egypt",KLM Royal Dutch Airlines,Rome - Cairo,Lockheed L-188C Electra,Lockheed,PH-LLM,2019,36.0,29.0,7.0,20,17.0,3.0,0.0,"Crashed into a hill  at night during the approach, 4 km short of the runway. Crew's neglect to cockpit duties. Pilot's inattention to his instruments.","(30.079694, 31.323437)",30.079694,31.323437,31.82112918744034,31.005674075299385
1877,1878,1889,06/13/1961,1961,19:33,"Douala, Cameroon",Air Cameroon,Training,Douglas DC-4,Douglas,TJ-ABC,7473,5.0,3.0,2.0,5,3.0,2.0,0.0,"After liftoff, the airplane encountered difficulties in gaining height when the propeller on the No 2 engine struck a tree located 1,200 meters past the runway end. The airplane continued at low height and struck a second tree, causing a fuel tank to be ruptured and to catch fire. The accident was caused by flight at too low an altitude during a night training exercise.","(4.036332, 9.706494)",4.036332,9.706494,2.1894438209337928,5.715119917986655
1878,1879,1890,06/17/1961,1961,22:23,"Near Kano, Nigeria",Continentale Deutsche Luftreederei,Tripoli - Kano,Douglas C-54B-1-DC,Douglas,D-ABEB,10530,7.0,5.0,2.0,1,1.0,0.0,0.0,"Error in judgement on the part of the captain, who, after sighting the runway lights, concentrated on keeping them in sight and failed to make adequate reference to his flight instruments. As a result, he allowed the aircraft to descend below the obstacle clearance limit of 360ft.  In the darkness, with no ground reference, the runway lights gave him insufficient guidance as to his height and angle of approach and he was unaware that the aircraft had descended to ground level. The fatigue of the captain and the failure to illuminate the aircraft's landing lights were conributing factors.","(11.990428, 8.531794)",11.990428,8.531794,17.371799395473104,8.386417132668043
1879,1880,1891,06/30/1961,1961,20:57,"Buenos Aires, Argentina",Transcontinental,Salta - Cordoba - Buenos Aires,Curtiss C-46A,Curtiss,LV-FTO,193,35.0,30.0,5.0,24,22.0,2.0,0.0,Crashed into a trees and telegraph poles on final approach.The pilot failed to follow the instrument approach procedures during the approach.,"(-34.607357, -58.454595)",-34.607357,-58.454595,-35.55699566710641,-55.14872878392474
1880,1881,1892,07/08/1961,1961,19:00,"	Sverdlovsk, Russia",Aeroflot,	Kazan - 	Sverdlovsk,Ilyushin IL-14P,Ilyushin,CCCP-41848,6341706,26.0,21.0,5.0,9,4.0,5.0,0.0,The plane ran out of fuel and crash landed. Crew did not refuel at Kazan.,"(56.858724, 60.609505)",56.858724,60.609505,53.38706079461972,59.52872564389434
1881,1882,1893,07/10/1961,1961,10:43,"Odessa, Ukraine, USSR",Aeroflot,Leningrad - Odessa,Tupolev TU-104B,Tupolev,CCCP-42447,921004,85.0,76.0,9.0,1,1.0,0.0,0.0,Hit apporach lights while trying to land in heavy rain.,"(46.458713, 30.728374)",46.458713,30.728374,44.6530314751436,28.76606877732548
1882,1883,1894,07/11/1961,1961,11:36,"Denver, Colorado",United Air Lines,Omaha - Denver,McDonnell Douglas DC-8-12,McDonnell Douglas,N8040U,45307,122.0,115.0,7.0,17,17.0,0.0,1.0,"Following takeoff from Omaha, hydraulic difficulties were experienced. The flight was continued to Denver where the aircraft experienced asymmetrical reverse thrust while landing and crashed into a maintenance truck and burned. Asymmetrical thrust during the landing attempt due to a hydraulic emergency.  Numbers 1 & 2 thrust reversers failed.  The crew failed to activate the back-up high-pressure air bottle used to hold the reverse ejectors in the extended position during a hydraulic emergency.  Poor evacuation procedures.  A contributing factor was the  failure of the first officer to monitor the thrust reverse indicator lights when applying reverse thrust and the crew's lack of training and knowledge on the aircraft's hydraulic system. The driver of the maintenance truck was killed.","(39.740959, -104.985798)",39.740959,-104.985798,40.39960206287387,-106.01667888278254
1883,1884,1895,07/12/1961,1961,01:29,"Casablanca, Morocco",Ceskoslovenske Aerolinie,Zurich - Rabat,Ilyushin IL-18B,Ilyushin,OK-PAF,181002904,72.0,64.0,8.0,72,64.0,8.0,0.0," On reaching Rabat, the plane was diverted to Casablanca because of poor ground visibility. Conditions at Casablanca were a little better but the plane overshot the runway on its first approach. With worsening conditions the pilot asked to land at the U.S. Air Force base at Nouasseur. While the tower was seeking permission, the pilot saw a window of opportunity and tried again to land at Casablanca. The aircraft crashed into a hillside and burned eight miles short of the runway.","(33.590627, -7.603352)",33.590627,-7.603352,32.75341752817669,-8.596556490028265
1884,1885,1896,07/19/1961,1961,08:00,"Near Azul, Argentina",Aerolineas Argentinas,Buenos Aires - Comodoro,Douglas DC-6,Douglas,LV-ADW,43136,67.0,60.0,7.0,67,60.0,7.0,0.0,The aircraft disintegrated in flight following the application of loads in excess of the design loads. The aircraft entered an area of extreme turbulence and was struck by lightning.,"(-36.77698, -59.85854)",-36.77698,-59.85854,-37.785612132856365,-60.427372482922785
1885,1886,1897,07/21/1961,1961,02:11,"Shemya, Alaska",Alaska Airlines,Seattle - Shemya AFB,Douglas DC-6A,Douglas,N6118C,45243/919,6.0,0.0,6.0,6,0.0,6.0,0.0,"Undershot the runway by 200 feet, crashed and burned. Absence of approach and runway lights. Lack of guidance from air traffic controller during last stages of flight.","(52.71826, 174.062104)",52.71826,174.062104,53.08977980938472,176.63045640977398
1886,1887,1898,08/06/1961,1961,,"Budapest, Hungary",Malev Hungarian Airlines,Sightseeing,Douglas DC-3,Douglas,HA-TSA,20492,27.0,23.0,4.0,27,23.0,4.0,3.0,The aircraft crashed between a row of houses while on a sightseeing flight. Inattention of crew to duties. Pilots had 2 companions in the cabin during the entire flight and performed forbidden maneuvers including one sharp turn which resulted in  lost control of the aircraft.,"(47.516581, 19.092281)",47.516581,19.092281,45.78199406059664,17.58526329199841
1887,1888,1899,08/09/1961,1961,17:30,"Sola, Norway",Cunard Eagle Airways,London - Sola,Vickers Viking 3B,Vickers,G-AHPM,152,39.0,36.0,3.0,39,36.0,3.0,0.0,Crashed into a mountain18 nm northeast of Stravanger Airport.  Deviation from prescribed course. Cause unknown.,"(58.88854, 5.65285)",58.88854,5.65285,61.48519878995648,3.479382379046074
1888,1889,1900,08/23/1961,1961,20:02,"Ankara, Turkey",Turkish Airlines THY,Nicosia - Adana - Ankara,Curtiss C-46F,Curtiss,TC-TAY,10182,29.0,25.0,4.0,28,24.0,4.0,0.0,Crashed during approach. During the approach to the airport the aircraft was not in the normal pattern and was below the normal altitude.,"(39.91987, 32.85427)",39.91987,32.85427,38.63580306240177,33.078774429726614
1889,1890,1901,08/29/1961,1961,18:22,"SondrestrÃ¶mfjord, Greenland",Eastern Provincial Airways,,de Havilland Canada DHC-3 Otter,deHavilland,CF-MEX,,6.0,4.0,2.0,1,0.0,1.0,0.0,"An in-flight fire, initiated and sustained by a severe fuel leak. The fuel leak was caused by the locking of a carburetor drain plug to unscrew.","('', '')",,,,
1890,1891,1902,09/01/1961,1961,02:05,"Near Hinsdale, Illinois",Trans World Airlines,Pittsburgh - Chicago - Las Vegas - Los Angeles,Lockheed 049 Constellation,Lockheed,N86511,2035,78.0,73.0,5.0,78,73.0,5.0,0.0,The aircraft crashed and burned in a field 10 miles west of Midway Airport. The airliner had taken off from Midway headed for Las Vegas. Loss of a 5/16 inch steel bolt from the elevator boost system which caused the elevator to move to its full upward position creating a stall and loss of control of the aircraft.,"(41.801212, -87.927703)",41.801212,-87.927703,39.93451108781029,-87.66301589366054
1891,1892,1903,09/05/1961,1961,,"Near Sendafar, Ethiopia",Ethiopian Airlines,Addis Ababa - Asmara,Douglas DC-3,Douglas,ET-T-16,13305,19.0,16.0,3.0,5,4.0,1.0,0.0,Malfunctioning propeller. The pilot tried to turn back for an emergency landing but  the plane stalled and crashed.,"('', '')",,,,
1892,1893,1904,09/06/1961,1961,,"Concordia, SC, Brazil",REAL Transportes Aereos,Sao Paulo - Concordia,Douglas C-47A (DC-3),Douglas,PP-AVL,9886,4.0,0.0,4.0,4,0.0,4.0,,"The aircraft crashed into high terrain, 1,500 meters short of the runway in adverse weather conditions. Probable cause: Continuation of visual filght in adverse weather conditions.","(-31.39296, -58.02089)",-31.39296,-58.02089,-32.60501629858825,-56.912576396649364
1893,1894,1905,09/06/1961,1961,,"Cerro del Aernal, Costa Rica",Lineas AÃ©reas Costarricenses,,Douglas DC-3,Douglas,TI-1006C,4960,2.0,0.0,2.0,2,0.0,2.0,0.0,Cargo plane crashed.,"(23.100696, -82.384161)",23.100696,-82.384161,22.948113723216196,-80.34778342733925
1894,1895,1906,09/10/1961,1961,03:55,"Shannon, Ireland",President Airlines,Shannon - Gander,Douglas DC-6B,Douglas,N90773,44058/365,83.0,77.0,6.0,83,77.0,6.0,0.0,The aircraft crashed into the Shannon River shortly after taking off in fog. Possible fault with the artificial horizon or aircraft's aileron tabs. Contributing factor was the weather and crew fatigue.,"(52.710284, -8.870205)",52.710284,-8.870205,52.345063195030455,-7.274054702422604
