,Unnamed: 0.1,Unnamed: 0,X,Date,Year,Time,Location,Operator,Route,AC.Type,Manufacturer,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Summary,Coordinates,Latitude,Longitude,LatitudeNoise,LongitudeNoise
578,578,579,584,08/13/1940,1940,10-11,"Near Canberra, Australia",Military - Royal Australian Air Force,Melbourne - Canberra,Lockheed Hudson A16-97,Lockheed,,,10.0,6.0,4.0,10,6.0,4.0,0.0,"The plane was seen circling Canberra Aerodrome after which it headed west to make the final approach for landing. The aircraft momentarily disappeared behind one of the hills that surround the airport, then reappeared. There was the sound of engines being gunned, then the aircraft disappeared again. An explosion and sight  of a large plume of black smoke followed. All on board the Hudson were killed including several high ranking Australian military leaders. A witness later said the aircraft appeared to drop its left wing and then dip its nose steeply, classic symptoms of a stall, too close to the ground for recovery.","(-35.470057, 148.954507)",-35.470057,148.954507,-33.39715180241336,150.16894504592008
581,581,582,587,08/31/1940,1940,14-15,"Near Lovettsville, Virginia",Pennsylvania Central Airlines,Washington D.C. - Detroit,Douglas DC-3,Douglas,NC21789,2188,25.0,21.0,4.0,25,21.0,4.0,0.0,"The aircraft was flying through a thunderstorm in turbulence when the it nosed over and plunged to earth near Short Hill Mountain.  Disabling of the pilots by a severe lightning discharge in the immediate neighborhood of the airplane, with resulting loss of control. With limited accident investigation tools at the time, the most likely cause was the plane flying into windshear.  U.S. Senator Ernest Lundeen from Minnesota killed.","(39.272869, -77.639921)",39.272869,-77.639921,38.207709654401256,-80.81731048491703
585,585,586,591,11/04/1940,1940,19-20,"Near Rincon, Bolivia",Lloyd Aero Boliviano SA,Santa Cruz - Corumba,Junkers Ju-52/3m,Junkers,CB-17,4008,17.0,14.0,3.0,17,14.0,3.0,0.0,Crashe in a storm while en route. Wreckage found 15 months later.,"(32.29408, -81.238354)",32.29408,-81.238354,32.69142549493293,-85.93165042320615
586,586,587,592,11/04/1940,1940,04-05,"Near Centerville, Utah",United Air Lines,Oakland - Salt Lake City,Douglas DC-3,Douglas,NC16086,1925,10.0,8.0,2.0,10,8.0,2.0,0.0,"The aircraft crashed into Bountiful Peak in the Wasatch Mountains, during a snowstorm, 3 nm NE of Centerville. The failure of the communications operators at Tintic, Plymouth, and Salt Lake City, Utah, whose duty it was to monitor the range, to detect its malfunctioning and immediately notify those concerned and the failure of the pilot to follow to the fullest extent established radio range technique in accordance with the requirements of the procedure established by United and approved by the Civil Aeronautics Administration.","(38.830024, -77.435746)",38.830024,-77.435746,36.22666033977063,-79.46856942025079
588,588,589,594,11/08/1940,1940,15-16,"Brandenburg, Germany",Deutsche Lufthansa,Berlin - Budapest,Junkers JU-90A-1,Junkers,D-AVMF,900010,29.0,23.0,6.0,29,23.0,6.0,0.0,Crashed while en route in poor weather condtions . Icing.,"(52.421197, 12.523106)",52.421197,12.523106,55.86108608226958,15.637983528117012
590,590,591,596,12/04/1940,1940,17-18,"Chicago, Illinois",United Air Lines,New York City - Chicago,Douglas DC-3A,Douglas,NC25678,2175,16.0,13.0,3.0,10,7.0,3.0,0.0,The aircraft crashed while attempting to land at Chicago. The failure of the pilot to exercise that degree of caution and skill required to avert a stall while approaching for a landing on the short northwest runway. A substantial contributing factor to the accident was the error in judgment of the pilot in choosing that short runway for his landing. An accumulation of ice on the wings may have increased the stalling speed of the plane.,"('', '')",,,,
591,591,592,597,12/24/1940,1940,11-12,"Capri Island, Italy",Ala Littolia,Catania - Rome,Savoia-Marchetti SM.75,Savoia Marchetti, I-LIGO,32035,7.0,3.0,4.0,7,3.0,4.0,0.0,"While en route, the aircraft was shot down by the pilot of a RAF fighter and crashed into the sea some 40 miles southwest of the Capri Island.","('', '')",,,,
592,592,593,598,01/10/1941,1941,12-13,Mediterranean Sea,LATI,Rome - Seville - Villa Cisneros - Sal - Natal - Rio,Savoia-Marchetti SM-83,Savoia Marchetti,I-AREM,34019,16.0,12.0,4.0,16,12.0,4.0,0.0,Crashed into the Mediterranian sea while en route without a trace.,"('', '')",,,,
593,593,594,599,01/15/1941,1941,12-13,"Off  Fernando de Noronha, Brazil",LATI,Rio de Janeiro - Natal - Sal - Seville - Rome,Savoia-Marchetti SM-75,Savoia Marchetti,I-BAYR,32013,10.0,6.0,4.0,10,6.0,4.0,0.0,"Crashed near the Equator after the crew had lost an engine. Three hours after taking off, an SOS was transmitted. No trace of the plane was ever found.","('', '')",,,,
594,594,595,600,01/17/1941,1941,12-13,"Near Nagyvarad, Hungary",Malert Airlines,Budapest - Maros-Vasarhely,Junkers JU-52/3m,Junkers,HA-JUA,5523,16.0,13.0,3.0,12,9.0,3.0,0.0,"An engine stalled during the initial climb and the plane crashed and burned,","('', '')",,,,
596,596,597,602,01/23/1941,1941,04-05,"Near Robertson, Missouri",Trans Continental and Western Air,"Kansas City, MO - New York",Douglas DC-3-3,Douglas,NC17315,1930,13.0,10.0,3.0,2,1.0,1.0,0.0,"Shortly after passing over the west boundary of the airport, the pilot started a left turn. While in the turn, the plane contracted trees 113 feet above the level of the airport.  Full power was applied to the engines in an attempt to pull up but other trees were struck and the pilot lost control. The aircraft crashed to the ground at a point approximately one-fourth of a mile southwest of the airport boundary. The action of the pilot in attempting a landing under adverse weather conditions in disregard of the minimums prescribed by the Civil Aeronautics Administration and in maneuvering for such a landing at a dangerously low altitude.","('', '')",,,,
597,597,598,603,02/06/1941,1941,02-03,"Armstrong, ON, Canada",Trans Canada Air Lines,Toronto - Winnipeg,Lockheed 14-H2 Super Electra,Lockheed,CF-TCP,1501,12.0,9.0,3.0,12,9.0,3.0,0.0,The plane crashed after the right wing struck a tree as the pilot was attempting to land in adverse weather. Struck several other trees and landed inverted in a swamp.,"('', '')",,,,
598,598,599,604,02/26/1941,1941,11-12,"Atlanta, Georgia",Eastern Air Lines,New York City -  Washington D.C. - Atlanta - Brownsville,Douglas DC-3,Douglas,NC28394,3204,16.0,13.0,3.0,9,6.0,3.0,0.0,"The aircraft crashed into a hill in pine woods, near Chandler Field, while attempting to make an instrument landing approach in rain and fog. The failure of the captain in charge of the flight to exercise the proper degree of fare by not checking his altimeters to determine whether both were correctly set and properly functioning before commencing his landing approach. A substantial contributing factor was the absence of an established uniform cockpit procedure on Eastern Air Lines by which both the captain and co-pilot are required to make a complete check of the controls and instruments during landing operations. Captain Edward Rickenbacker, President of Eastern Air Lines, survived the crash.","('', '')",,,,
599,599,600,605,03/01/1941,1941,15-16,"Trontheim, Norway",Deutsche Lufthansa,,Junkers JU-52/3m,Junkers,D-AQUB,5751,12.0,9.0,3.0,3,3.0,0.0,0.0,The seaplane crashed while attemping to land and sunk.,"('', '')",,,,
600,600,601,606,03/28/1941,1941,11-12,"Elands Bay, South Africa",South African Airways,Luanda - Windhoek - Cape Town,Lockheed 18 Lodestar,Lockheed,ZS-AST,2034,10.0,6.0,4.0,10,6.0,4.0,0.0,Crashed into a mountain near Elands Bay in inclement weather.,"('', '')",,,,
601,601,602,607,06/03/1941,1941,17-18,Atlantic Ocean,Great Western and Southern Air Lines,"Isles of Scilly - Penzance, Cornwall",de Havilland DH-84 Dragon,deHavilland,G-ACPY,6076,6.0,5.0,1.0,6,5.0,1.0,0.0,Shot down by a He-111 German military aircraft 20 minutes after takeoff..,"('', '')",,,,
604,604,605,610,07/30/1941,1941,09-10,"Rome, Italy",Ala Littoria,Rome - Cagliari,Macchi C.100,Other,I-PACE,4158,25.0,20.0,5.0,5,5.0,0.0,0.0,After an engine failed the crew decided to return but encountered turbulence and crashed.,"('', '')",,,,
605,605,606,611,08/10/1941,1941,20-21,"Arran, Scotland",Military -Royal Air Force,,Consolidated LB-30A Liberator,Consolidated,AM261,,22.0,17.0,5.0,22,17.0,5.0,0.0,"Crashed into a mountain ridge in rain, low visibility and overcast conditions. Navigational error.","('', '')",,,,
606,606,607,612,08/14/1941,1941,20-21,"Ayr, Scotland",Military - Royal Air Force,,Consolidated LB-30A Liberator,Consolidated,AM260,,22.0,,,22,,,0.0,"Crashed and burned on takeoff at Heathfield airfield, after veered off the runway and striking a small building and then an embankment.","('', '')",,,,
610,610,611,616,09/01/1941,1941,13-14,"Bollemont, France",Air France,Marseille - Toulouse,Bloch 220,Other,F-AQNL,12,17.0,14.0,3.0,15,12.0,3.0,0.0,The aircraft crashed into lake Bolomon after engine failure during takeoff in windy conditions.,"('', '')",,,,
611,611,612,617,10/03/1941,1941,17-18,"San Juan, Puerto Rico",Pan American World Airways,Miami - Buenos Aires,Sikorsky S-42B (flying boat),Sikorsky,NC15376,4206,15.0,9.0,6.0,2,2.0,0.0,0.0,"Following the approach, the aircraft contacted the water in an unduly nose-low attitude while moving sideways relative to the water.  Almost immediately after first contact with the water, the aircraft swerved violently to the right and broke into several major sections. The failure of the captain to exercise requisite caution and skill in landing. A contributing factor was the smooth surface of the water, which rendered difficult, the captain's depth perception as well as the exact determination of any lateral movement of the aircraft.","(-30.894837, -68.865461)",-30.894837,-68.865461,-29.46806054799107,-69.24310253099064
613,613,614,619,10/30/1941,1941,02-03,"Near Moorhead, Minnesota",Northwest Orient Airlines,Minneapolis - Fargo,Douglas DC-3,Douglas,NC21712,2124,15.0,13.0,2.0,14,13.0,1.0,0.0,"Crashed in fog and mist due to icing on the wings. The pilot, Clarence Bates, was thrown clear of the wreckage and was the lone survivor. Accumulation of ice on the wings and other surfaces of the airplane, increasing the stalling speed and the drag of the airplane on the power required to maintain flight. Action of the captain in descending to attempt a landing at Fargo with known icing conditions and critical ceiling conditions instead of proceeding to an available alternate.","(46.862901, -96.747249)",46.862901,-96.747249,48.7108403365323,-96.74908528958868
614,614,615,620,10/30/1941,1941,22-23,"St. Thomas, Ontario, Canada",American Airlines,New York - Buffalo - Chicago - Detroit,Douglas DC-3,Douglas,NC25663,2207,20.0,17.0,3.0,20,17.0,3.0,0.0,"The aircraft, on a flight from New York to Chicago, circled a wooded area 3 or 4 times looking for a landing spot before stalling and diving into a plowed field. Cause unknown.","(17.955431, -76.472843)",17.955431,-76.472843,17.907604594678755,-76.82044843142064
615,615,616,621,11/29/1941,1941,05-06," Chardzhou, Turkmenistan",Aeroflot,Chardzhou - Urgench, Tupolev ANT-6,Tupolev,CP-L2010,61,36.0,31.0,5.0,7,5.0,2.0,0.0,"During the initial climb at night, the pilot in command suffered a spatial disorientation stalled the plane and crashed.","(38.848985, 63.127666)",38.848985,63.127666,42.46400264037052,64.96415878970488
617,617,618,623,12/26/1941,1941,11-12," Baiserke, Kazakhstan",Aeroflot,Almaty - Karaganda - Aktyubinsk - Kuybyshev - Kazan, Tupolev ANT-6,Tupolev,CCCP-L3043,22182,34.0,28.0,6.0,26,21.0,5.0,0.0,"The crew decided to takeoff in below-minima weather conditions with low clouds, fog, turbulences and severe icing. While attempting to return to the airport the aircraft lost altitude and crashed into a field.","(43.448002, 77.049599)",43.448002,77.049599,44.07365338700397,79.12596526351501
619,619,620,625,01/16/1942,1942,19-20,"Near Las Vegas, Nevada",Trans Continental and Western Air,Las Vegas - Los Angeles,Douglas DC-3,Douglas,NC1946,3295,22.0,19.0,3.0,22,19.0,3.0,0.0,"The aircraft crashed into Mt. Potosi (Double Up Peak, Table Spring Mountain, Olcott Mountain), 32 miles SW of Las Vegas, NV, 15 minutes after taking off from the Western Airlines terminal building at Las Vegas. The aircraft clipped a rocky ledge, cartwheeled into the face of a cliff and exploded, scattering wreckage at the bottom of a ravine. Actress Carole Lombard, 33, her mother, and press agent  were killed in the crash. Her mother did not want to fly and a coin was tossed to see whether the trip would be made by train or plane. The actress was returning from a war-bond promotion.  The flight was 6.7 miles off course for unknown reasons.  Failure of the captain to follow a proper course and make use of navigation facilities available to him. A contributing factor was the blackout of beacons in the area made necessary because of the war emergency.","(36.190364, -115.279104)",36.190364,-115.279104,38.463002469573695,-118.47869457540996
622,622,623,628,01/30/1942,1942,08-09,"Near Kupang, Timor",Qantas,"Darwin - Surabaya, Dutch East Indies",Short S-23 (flying boat),Short,G-AEUH,S-850,18.0,13.0,5.0,13,11.0,2.0,0.0,Shot down by Japanese military aircraft. Owned by British Overseas Airways.,"(-10.039176, 123.920288)",-10.039176,123.920288,-12.25561994711655,121.84816029181714
623,623,624,629,02/15/1942,1942,08-09,"English Channel, near Plymouth, England",British Overseas Airways,"Cairo, Egypt - England",Consolidated Liberator,Consolidated,G-AGDR,9,9.0,4.0,5.0,9,4.0,5.0,0.0,Shot down in error by two Royal Air Force Spitfire fighters..,"(26.206054, 84.158442)",26.206054,84.158442,25.83945660077905,82.0863987534423
629,629,630,635,03/14/1942,1942,21-22,"Kunming, China",China National Aviation Corporation,Kunming - Chungking,Douglas DC-2-221,Douglas,31,1567,17.0,14.0,3.0,13,10.0,3.0,0.0,"Crashed 2 km from the Kunming Airdome shortly after takeoff.  Possible causes include engine failure,  overloading, sabotage and temporary blinding by a bright light.","(25.043508, 102.710316)",25.043508,102.710316,23.547341767207644,100.59632697362834
630,630,631,636,04/21/1942,1942,21-22,"Pine Creek, Australia",Guinea Airways Limited,Brisbane - Bachelor Field,Lockheed 14 Electra,Lockheed,VH-ADY,,12.0,10.0,2.0,12,10.0,2.0,0.0,"The aircraft was on a government charter carrying US teletype operators from a course they'd completed in Brisbane. They departed Archerfield (Brisbane) at 0622 EST and refuelled at Charleville, Cloncurry, and Daily Waters, departing from Daily Waters at 1655 Central Standard time. From there a chain of events happened and they remained lost in scattered thunderstorms and drizzle and the blacked out North, being told by Darwin D/F that they were over a hundred miles north of where they really were, due to the inadequacies of the equipment at that time of day, the storms and long distance. In an attempt to force land before running out of fuel, they probably had an engine failure from fuel starvation in the lower engine as they oozed around in a slow turn where the captain would have been peering forward out of an open window, trying to locate a lighter (more grassy) spot in the bush to put down in rain. They probably would have been very slow so as to descend rapidly when a likely spot was sighted and on increasing power on the remaining engine the Electra flipped into a vertical bank and struck a ridge top. The wreckage was found on 6/22/1943.   We feel that they would have been very slow so as to descend rapidly when a likely spot was sighted and on increasing power on the remaining engine the Electra flipped into a vertical bank and struck a ridge top as one wing was undamaged and removed from the site when it was found.  Lockheed 14s were renown as nasty buggers at low speed on one engine.","(36.670841, -92.324159)",36.670841,-92.324159,38.89330950317017,-94.32242924086766
631,631,632,637,05/01/1942,1942,23-00,"Salt Lake City, Utah",United Air Lines,San Francisco - New York City,Douglas DST-A-207A,Douglas,NC18146,1978,17.0,14.0,3.0,17,14.0,3.0,0.0,"After taking off from Salt Lake, the aircraft proceeded in the wrong direction and crashed into the side of a hill 3.8 miles northeast of the Salt Lake City Airport. The point of impact was at an elevation of 5,053 feet above sea level and about 830 feet above the airport. A deviation from the proper course, for reasons undetermined.","(40.773201, -111.933984)",40.773201,-111.933984,43.43197221071673,-108.55111131470927
632,632,633,638,05/12/1942,1942,11-12,"Miles City, Montana",Northwest Orient Airlines,Chicago - Seattle,Douglas DC-3-A-269,Douglas,NC 21714,2129,14.0,10.0,4.0,3,0.0,3.0,0.0,"The plane hit an obstruction at the end of the runway, overran the runway boundry and crashed. The failure of the captain to complete the landing run in time to avoid the obstruction at the end of the runway, for reasons undetermined, and his action in attempting to take off after striking the obstruction.","(46.408591, -105.841141)",46.408591,-105.841141,48.474660720522905,-105.65953115266628
634,634,635,640,07/01/1942,1942,12-13,"Near Premier, West Virginia",Military - U.S. Army Air Forces,Battle Creek - Cincinnati - Florence,Douglas C-49E,Douglas,42-56093,1976,21.0,19.0,2.0,21,19.0,2.0,0.0,"Flew into a thunderstorm and was observed in a near vertical dive before crashing to the ground.  Icing, possible overloading.","(46.705307, 6.446217)",46.705307,6.446217,44.80781881681391,6.845894022585679
